contentid,title,addr1,addr2,mapx,mapy,firstimage
3532542,동해휘닉스모텔,강원특별자치도 강릉시 연곡면 진고개로 2726-6,,128.8370271163,37.8590412060,
3547666,드림모텔,강원특별자치도 강릉시 창해로 473 (강문동),,128.9101194924,37.8027519269,
3547880,드림파크,강원특별자치도 강릉시 성덕포남로149번길 8 (포남동),,128.9107539250,37.7654534768,
3537686,라라,강원특별자치도 강릉시 옥천로62번길 6 (옥천동),,128.8992995662,37.7601066496,
1798704,라카이 샌드파인,강원특별자치도 강릉시 해안로 536,,128.9044337601,37.8070679831,http://tong.visitkorea.or.kr/cms/resource/28/3504828_image2_1.jpg
3536362,루소호텔,강원특별자치도 강릉시 교동광장로100번길 12 (교동),,128.8764708864,37.7659694155,
3537703,루이스호텔(3성급),강원특별자치도 강릉시 옥가로50번길 11-1 (옥천동),,128.9013049239,37.7606649575,
3532563,리베라모텔,강원특별자치도 강릉시 용지로 147 (옥천동),,128.9016770787,37.7617620598,
3534096,리비에라,강원특별자치도 강릉시 연곡면 해안로 1461-1,,128.8443150172,37.8696845595,
3532590,리프레시,강원특별자치도 강릉시 연곡면 진고개로 1424-27,,128.6933821449,37.8463232206,
3535436,마운틴모텔,강원특별자치도 강릉시 경강로2268번길 5 (포남동),,128.9104428427,37.7654034764,
3542629,마이앤트세라,강원특별자치도 강릉시 사천면 가둔지길 36,,128.8798298319,37.8261152978,
3535335,만수파크,강원특별자치도 강릉시 성덕포남로153번길 38 (포남동),만수파크,128.9082153176,37.7637175169,
3542654,망상비치 펜션,강원특별자치도 강릉시 옥계면 도직길 7-12,,129.0685279676,37.6071137418,
3090853,메이플비치 골프&리조트,강원특별자치도 강릉시 강동면 염전길 255,,128.9758736492,37.7464569462,http://tong.visitkorea.or.kr/cms/resource/45/3090845_image2_1.jpg
3540321,모나리자모텔,강원특별자치도 강릉시 옥천로 72-7 (교동),,128.8986107171,37.7608259975,
3537735,모텔 드라마,강원특별자치도 강릉시 옥천로 72-9 (교동),,128.8986940389,37.7609565399,
3540945,모텔 산토리니,강원특별자치도 강릉시 창해로 473 (강문동),,128.9101194924,37.8027519269,
3535334,모텔 휴,강원특별자치도 강릉시 경강로2302번길 7 (포남동),,128.9135758472,37.7669339166,
3535210,모텔몽,강원특별자치도 강릉시 교동광장로 116 (교동),,128.8774041850,37.7643418440,
3532568,모텔포시즌,강원특별자치도 강릉시 옥천로62번길 9 (옥천동),,128.8990940143,37.7605899235,
139223,모텔힐,강원특별자치도 강릉시 사천면 방동길 43-12,,128.8550962011,37.8180574154,http://tong.visitkorea.or.kr/cms/resource/12/2992512_image2_1.jpg
3534790,몽블랑모텔,강원특별자치도 강릉시 교동광장로100번길 8-5 (교동),,128.8767208695,37.7657666662,
3532216,미도펜션,강원특별자치도 강릉시 공항길 139 (남항진동),2층,128.9516113981,37.7640960984,
3532559,미리내민박(진고개로),강원특별자치도 강릉시 연곡면 진고개로 1449,,128.6987177475,37.8471898899,
3537664,미성장모텔,강원특별자치도 강릉시 옥천로65번길 10-2 (옥천동),,128.8981635873,37.7591400727,
3547635,바다여행,강원특별자치도 강릉시 강동면 정동5길 10,,129.0392365409,37.6843792481,
2913810,바다와펜션,강원특별자치도 강릉시 사천면 해안로 1081,,128.8693079584,37.8454711853,http://tong.visitkorea.or.kr/cms/resource/00/2921100_image2_1.jpg
3535297,벨라지오,강원특별자치도 강릉시 강릉대로 265-7 (교동),,128.8978968646,37.7617286569,
2016127,보이저펜션,강원특별자치도 강릉시 신리천로 1219-3,,128.7060382862,37.8803139712,http://tong.visitkorea.or.kr/cms/resource/35/3352535_image2_1.jpg
3540290,브이모텔,강원특별자치도 강릉시 용지각길 33 (포남동),,128.9065543962,37.7624426320,
3541983,블루스테이,강원특별자치도 강릉시 창해로350번길 21 (강문동),,128.9176218056,37.7959417503,
2913651,블루앤펫,강원특별자치도 강릉시 창해로350번길 25,블루앤펫,128.9172912659,37.7963861364,http://tong.visitkorea.or.kr/cms/resource/50/2920450_image2_1.jpg
3532430,블루콘텔,강원특별자치도 강릉시 주문진읍 항구윗길 16,(주문리),128.8289767592,37.8939842226,
3536410,비너스모텔,강원특별자치도 강릉시 율곡로2874번길 42 (교동),,128.8987967607,37.7624674778,
3535302,비치힐모텔,강원특별자치도 강릉시 강동면 헌화로 976-4,,129.0407363745,37.6853958266,
3543317,빌리언스,강원특별자치도 강릉시 강동면 안인진길 27-2,,128.9890117309,37.7343669334,
3547776,사파리모텔,강원특별자치도 강릉시 경강로2268번길 7 (포남동),,128.9105928330,37.7652868267,
3539443,산성펜션텔,강원특별자치도 강릉시 강동면 산성우리길 12-5,,129.0243769535,37.6783268789,
3536905,산에언덕에펜션,강원특별자치도 강릉시 연곡면 진고개로 1016,,128.6566412120,37.8400815660,
3536399,삼부모텔,강원특별자치도 강릉시 강릉대로 261-6 (교동),,128.8978996488,37.7615120157,
2647026,석가헌,강원특별자치도 강릉시 모산로70번길 30,(담산동),128.9048670017,37.7190170659,
2603352,세인트존스 호텔,강원특별자치도 강릉시 창해로 307,,128.9186301059,37.7940780970,http://tong.visitkorea.or.kr/cms/resource/54/2603354_image2_1.jpg
2913922,세인트존스호텔 파인 인피니티풀,강원특별자치도 강릉시 창해로 307 세인트존스호텔,,128.9215243801,37.7911618243,http://tong.visitkorea.or.kr/cms/resource/58/2922358_image2_1.jpg
3535259,센트럴모텔,강원특별자치도 강릉시 강릉대로228번길 15 (옥천동),,128.8964026817,37.7576207699,
3536413,셀몬모텔,강원특별자치도 강릉시 율곡로2874번길 33 (교동),,128.8979079601,37.7622008249,
3541941,소금강늘벗,강원특별자치도 강릉시 연곡면 진고개로 1009,,128.6562357088,37.8395621739,
3536900,소금강모텔,강원특별자치도 강릉시 연곡면 싸리골길 5,,128.7089057116,37.8473289602,
3538025,소금강펜션민박,강원특별자치도 강릉시 연곡면 진고개로 1347-11,,128.6859966491,37.8480034381,
3537880,솔게스트하우스 정동진점,강원특별자치도 강릉시 강동면 헌화로 1096-1,,129.0319619970,37.6907672567,
3536424,솔빛모텔,강원특별자치도 강릉시 옥천로 66-20 (옥천동),,128.8989079163,37.7607065726,
3534147,솔빛아래,강원특별자치도 강릉시 연곡면 송림웃둔지길 64-2,,128.8037302697,37.8542605555,
3534304,솔올파크,강원특별자치도 강릉시 하슬라로192번길 14 (교동),,128.8769097165,37.7665721326,
3532452,솔향기펜션,강원특별자치도 강릉시 경포로371번길 63-4 (저동),,128.8999982632,37.8001575851,
3536375,숨어있는 집,강원특별자치도 강릉시 창해로362번길 11-1 (강문동),,128.9178245803,37.7954501443,
3538419,슈밍게스트하우스,강원특별자치도 강릉시 강릉대로 272 (교동),,128.8991717544,37.7615786994,
3534703,스카리아 풀빌라,강원특별자치도 강릉시 난설헌로 261 (강문동),,128.9160275214,37.7954056700,
3022827,스테이 인터뷰(강릉),강원특별자치도 강릉시 강동면 율곡로 1458,,129.0122660114,37.7080065461,http://tong.visitkorea.or.kr/cms/resource/11/3022811_image2_1.jpg
3535269,시드니모텔(구 피크닉모텔),강원특별자치도 강릉시 강릉대로 84 (홍제동),,128.8810875106,37.7538736825,
3532543,신리모텔,강원특별자치도 강릉시 주문진읍 해안2길 6-1,,128.8260273121,37.8847269050,
3547821,신아모텔,강원특별자치도 강릉시 주문진읍 주문로 128,,128.8288684188,37.8944980499,
3532262,썬옥 호텔,강원특별자치도 강릉시 옥계면 헌화로 189,(금진리),129.0427544743,37.6332546650,
584282,썬크루즈 호텔&리조트,강원특별자치도 강릉시 강동면 헌화로 950-39,,129.0439806318,37.6820268345,http://tong.visitkorea.or.kr/cms/resource/34/3069134_image2_1.jpg
3547789,썸모텔,강원특별자치도 강릉시 정원로 60 (교동),,128.8752322115,37.7626308886,
3537708,쏠레이빌리지,강원특별자치도 강릉시 옥계면 금진일출길 33-12,,129.0444316139,37.6489917698,
3538983,씨웰빙하우스,강원특별자치도 강릉시 창해로14번길 40-4 (견소동),,128.9487392113,37.7712924322,
3544605,아가바라펜션,강원특별자치도 강릉시 강릉대로 265-6 (교동),,128.8981301760,37.7617592137,
3532217,아스라,강원특별자치도 강릉시 옥천로 72-3 (교동),,128.8982579799,37.7605426904,
3532274,아이리스 스테이,강원특별자치도 강릉시 창해로 255 (강문동),,128.9252408105,37.7879900415,
3537795,안목26펜션,강원특별자치도 강릉시 창해로14번길 26 (견소동),,128.9477198267,37.7723228485,
3537760,안목을높이다,강원특별자치도 강릉시 창해로 27 (견소동),,128.9445533809,37.7744003243,
3547803,안씨하우스(AnC House),강원특별자치도 강릉시 경강로2115번길 18 (옥천동),,128.8968776519,37.7571930509,
3539408,안인장모텔 (안인모텔),강원특별자치도 강릉시 강동면 안인진길 19,,128.9879090519,37.7343863540,
3539426,안인펜션,강원특별자치도 강릉시 강동면 안인진길 20,,128.9881145947,37.7341974909,
3532545,에이스모텔,강원특별자치도 강릉시 율곡로2874번길 44 (교동),,128.8988745287,37.7625563579,
3535323,에쿠스모텔,강원특별자치도 강릉시 홍제로85번길 34 (홍제동),,128.8807486691,37.7533209621,
3538535,엘마르모텔,강원특별자치도 강릉시 창해로 23 (견소동),,128.9444367362,37.7740114782,
3539766,엠모텔,강원특별자치도 강릉시 강동면 산성우리길 13,,129.0240464053,37.6790295693,
3072085,영진한옥애,강원특별자치도 강릉시 연곡면 홍질목길 16-2,,128.8432096061,37.8682485932,http://tong.visitkorea.or.kr/cms/resource/02/3070402_image2_1.jpg
3541854,오붓한 강릉,강원특별자치도 강릉시 사천면 가둔지길 24,,128.8788437843,37.8269401834,
3537855,오션그레이트펜션,강원특별자치도 강릉시 강동면 헌화로 982-20,,129.0419584757,37.6857708079,
3539761,오아시스모텔,강원특별자치도 강릉시 강동면 헌화로 899,,129.0422475308,37.6795770836,
3044626,올림피아호텔,강원특별자치도 강릉시 용지각길38번길 4 (포남동),,128.9073126579,37.7625287483,
3532464,올인모텔,강원특별자치도 강릉시 중앙시장2길 10-6 (성남동),,128.8962528812,37.7515992406,
3539901,욜로호텔앤펜션,강원특별자치도 강릉시 주문진읍 항구윗길 13,,128.8287017791,37.8941286451,
3541940,우진황토펜션,강원특별자치도 강릉시 연곡면 진고개로 1001,,128.6559079736,37.8391372166,
3532232,워싱턴모텔,강원특별자치도 강릉시 홍제로85번길 14 (홍제동),,128.8825290268,37.7545403002,
3536439,웨이블루,강원특별자치도 강릉시 옥천로 66-20 (옥천동),,128.8989079163,37.7607065726,
598461,위너스모텔,강원특별자치도 강릉시 주문진읍 해안로 1725-3,(교항리),128.8280547711,37.8890931048,
3540971,위드호텔,강원특별자치도 강릉시 옥천로65번길 2-5 (옥천동),,128.8981246934,37.7594150401,
3540952,인터파크,강원특별자치도 강릉시 창해로 21 (견소동),,128.9445450633,37.7739281563,
3535304,정동진모텔,강원특별자치도 강릉시 강동면 헌화로 1007-13,정동진모텔,129.0376199888,37.6853763235,
1830250,정동캐슬,강원특별자치도 강릉시 강동면 율곡로 1455,,129.0115021742,37.7085536905,http://tong.visitkorea.or.kr/cms/resource/38/2686538_image2_1.jpg
3539720,정동휘닉스모텔,강원특별자치도 강릉시 강동면 헌화로 1007-15,,129.0373366853,37.6852291131,
3102226,초당하우스,강원특별자치도 강릉시 초당순두부길55번길 24 (초당동),,128.9139778593,37.7904506480,
2913615,카리스펜션,강원특별자치도 강릉시 연곡면 해안로 1279,,128.8529285112,37.8573639323,http://tong.visitkorea.or.kr/cms/resource/21/2920221_image2_1.jpg
3536894,캐빈,강원특별자치도 강릉시 금성로61번길 13 (성남동),,128.8961806782,37.7512020639,
3539026,캡슐인강릉,강원특별자치도 강릉시 창해로 352-1 (강문동),,128.9181606795,37.7948557754,
3547640,캣츠모텔,강원특별자치도 강릉시 하슬라로 150 (교동),,128.8746155812,37.7632752464,
3372157,컨피네스 오션 스위트 호텔,강원특별자치도 강릉시 사천면 진리항구2길 5,,128.8746494160,37.8366611982,http://tong.visitkorea.or.kr/cms/resource/29/3372129_image2_1.jpg
3539959,코리아모텔,강원특별자치도 강릉시 주문진읍 신리천로 36,,128.8270105585,37.8846769299,
3534477,코스테,강원특별자치도 강릉시 사천면 해안로 725-2,,128.8895513798,37.8195940205,
3536422,퀴스테,강원특별자치도 강릉시 난설헌로 259 (강문동),,128.9158747616,37.7952695722,
3044635,크레도1330펜션,강원특별자치도 강릉시 옥계면 도직길 13-30,,129.0674864233,37.6061777183,
3537953,태화펜션,강원특별자치도 강릉시 강동면 헌화로 906-9,,129.0435668214,37.6807130894,
3536459,테레인바이더블류(Terrain by W),강원특별자치도 강릉시 해안로 370 (초당동),,128.9130555440,37.7961360833,
3532579,파인시티호텔,강원특별자치도 강릉시 옥천로62번길 13 (옥천동),,128.8991773326,37.7608315636,
2903063,파인아트라벨,강원특별자치도 강릉시 해안로 32 (견소동),,128.9420285679,37.7757001247,http://tong.visitkorea.or.kr/cms/resource/53/2903053_image2_1.jpg
2913650,파인힐 애견펜션,강원특별자치도 강릉시 연곡면 동해대로 4371-27,,128.8317467181,37.8693343549,http://tong.visitkorea.or.kr/cms/resource/40/2920440_image2_1.jpg
3537663,팔레스모텔,강원특별자치도 강릉시 옥천로 68 (옥천동),,128.8984663091,37.7600705267,
3536898,페리아902,강원특별자치도 강릉시 사천면 해안로 902,,128.8769188198,37.8313896308,
3534731,펜션 티케하우스,강원특별자치도 강릉시 구정면 수목원길 45,,128.8686401295,37.7053290541,
3537931,펜션JD38,강원특별자치도 강릉시 강동면 정동등명길 38,,129.0151741775,37.7049708429,
2913618,펜션지아니,강원특별자치도 강릉시 강동면 정동3길 32-11,,129.0342536054,37.6860011855,http://tong.visitkorea.or.kr/cms/resource/41/2920241_image2_1.jpg
3539694,풀하우스,강원특별자치도 강릉시 강동면 정동역길 26,,129.0331535551,37.6908144968,
2913811,프렌즈애견펜션,강원특별자치도 강릉시 하남길 117-4,,128.8803441182,37.8117864110,http://tong.visitkorea.or.kr/cms/resource/10/2921110_image2_1.jpg
3540179,피크닉모텔,강원특별자치도 강릉시 홍제로85번길 24 (홍제동),,128.8814124790,37.7539486802,
1048785,하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,,129.0078720396,37.7055095268,http://tong.visitkorea.or.kr/cms/resource/70/2730070_image2_1.jpg
3534515,하이모텔,강원특별자치도 강릉시 동부시장길 39 (옥천동),,128.9007688349,37.7615092941,
2804293,하이오션 경포,강원특별자치도 강릉시 경포로463번길 30-5,(안현동),128.9036478301,37.8035100461,http://tong.visitkorea.or.kr/cms/resource/59/2803159_image2_1.jpg
3540259,한옥스테이 파인앤프렌즈,강원특별자치도 강릉시 팔송길15번길 10 (송정동),,128.9330543611,37.7761887818,
3539522,해맞이모텔,강원특별자치도 강릉시 강동면 율곡로 1847-21,,128.9887340303,37.7326810119,
3539462,해오름모텔,강원특별자치도 강릉시 강동면 정동역길 18-5,,129.0323564001,37.6909589091,
3536556,해품달펜션,강원특별자치도 강릉시 사천면 해살이길 19-15,,128.8150340059,37.7902792952,
3532544,해피모텔,강원특별자치도 강릉시 주문진읍 시장길 23,,128.8270215118,37.8897374544,
2913604,해피몽펜션,강원특별자치도 강릉시 성산면 삼왕길 171-13,,128.7946840921,37.7568966522,http://tong.visitkorea.or.kr/cms/resource/51/2920151_image2_1.jpg
3538399,현대모텔,강원특별자치도 강릉시 사천면 방동길 61,,128.8561405319,37.8186879185,
3044649,호텔 더 샵,강원특별자치도 강릉시 동부시장길 35 (옥천동),,128.9006466348,37.7611537771,
3541981,호텔 스완 (Hotel Swan),강원특별자치도 강릉시 해안로 412 (강문동),,128.9119916584,37.7991384932,
3534417,호텔 큐브,강원특별자치도 강릉시 창해로 431 (강문동),,128.9132248573,37.7998800976,
3540825,호텔랑,강원특별자치도 강릉시 창해로 435 (강문동),,128.9131026400,37.8000884045,
3539009,호텔마레,강원특별자치도 강릉시 창해로 443 (강문동),,128.9123471361,37.8006049968,
2637983,호텔메모리,강원특별자치도 강릉시 주문진읍 주문로 51-1,,128.8252633747,37.8885125621,http://tong.visitkorea.or.kr/cms/resource/07/2636107_image2_1.jpg
2533423,호텔여기어때 강릉경포점,강원특별자치도 강릉시 해안로406번길 13-9 (강문동),,128.9127943502,37.7995745695,http://tong.visitkorea.or.kr/cms/resource/11/2533411_image2_1.jpg
2903089,호텔이스트나인,강원특별자치도 강릉시 교동광장로100번길 8-6 (교동),,128.8765875587,37.7654305916,http://tong.visitkorea.or.kr/cms/resource/77/2903077_image2_1.jpg
3540395,호텔주노,강원특별자치도 강릉시 창해로 441 (강문동),,128.9125860062,37.8005244550,
3534767,힐링캠프 예서원,강원특별자치도 강릉시 구정면 구정옥봉길 161,,128.8933325248,37.6996801881,
3540044,5K스파펜텔,강원특별자치도 강릉시 창해로 363 (강문동),,128.9170552197,37.7949862941,
3532526,EZ호텔,강원특별자치도 강릉시 주문진읍 해안로 1735-1,,128.8278825330,37.8901152053,
3545716,G7 펜션,강원특별자치도 강릉시 주문진읍 해안로 1939-8,,128.8287903986,37.9025415609,
3534423,H.AVENUE 호텔,강원특별자치도 강릉시 창해로 423 (강문동),,128.9138970360,37.7993468397,
3469420,K게스트하우스,강원특별자치도 강릉시 중앙시장3길 23 (성남동),,128.8973277759,37.7518992274,
3537637,K모텔,강원특별자치도 강릉시 옥천로71번길 3 (옥천동),,128.8979830237,37.7599260894,
3535176,SKY모텔,강원특별자치도 강릉시 교동광장로100번길 13 (교동),,128.8761209106,37.7661860499,
2913828,SL호텔 강릉,강원특별자치도 강릉시 주문진읍 주문로 59,,128.8254411146,37.8892097070,http://tong.visitkorea.or.kr/cms/resource/56/2921156_image2_1.jpg
2574209,SUMI HOUSE,강원특별자치도 강릉시 해안로 93-8,"(송정동,경포대신도브래뉴로얄카운티아파트)",128.9342402905,37.7786051923,http://tong.visitkorea.or.kr/cms/resource/81/2573581_image2_1.jpg
3537737,We펜션,강원특별자치도 강릉시 창해로 10-1 (견소동),,128.9460643910,37.7732560417,
3547826,ZIV지브,강원특별자치도 강릉시 주문진읍 해안로 1935,,128.8293847926,37.9024304739,
