contentid,title,addr1,addr2,mapx,mapy,firstimage
2874075,태백산맥식당,강원특별자치도 강릉시 해안로 517,,128.9035283620,37.8046182489,http://tong.visitkorea.or.kr/cms/resource/74/2874074_image2_1.jpg
3536523,태양부양꼬치 강릉점,강원특별자치도 강릉시 회산로383번길 1 (회산동),회산빌딩 1층,128.8687195551,37.7417331792,
3536423,태흥루1호점,강원특별자치도 강릉시 성산면 구산길 31,,128.8322596861,37.7178713415,
2874093,택지골수제생갈비,강원특별자치도 강릉시 하슬라로232번길 1,,128.8761735453,37.7706827534,http://tong.visitkorea.or.kr/cms/resource/85/2874085_image2_1.jpg
2874112,택지물회,강원특별자치도 강릉시 가작로 10,,128.8768124217,37.7692162684,http://tong.visitkorea.or.kr/cms/resource/99/2874099_image2_1.jpg
3535116,테라로사 경포호수점,강원특별자치도 강릉시 난설헌로 145 (포남동),,128.9075312968,37.7879147044,
1950195,테라로사 커피공장,강원특별자치도 강릉시 구정면 현천길 25,,128.8918383262,37.6960944624,http://tong.visitkorea.or.kr/cms/resource/90/3557890_image2_1.jpg
3533573,테라스670,강원특별자치도 강릉시 강동면 헌화로 670,1층,129.0507277660,37.6653038982,
2775555,토담순두부,강원특별자치도 강릉시 난설헌로193번길 1-19 (초당동),,128.9106503621,37.7910755104,
3547819,토프레소 강릉 교동점,강원특별자치도 강릉시 솔올로5번길 49 (교동),,128.8769764566,37.7640196508,
3536553,토프레소 내곡점,강원특별자치도 강릉시 남부로17번길 11 (내곡동),,128.8819211768,37.7406696704,
3536036,통큰해물,강원특별자치도 강릉시 주문진읍 연주로 460,,128.8250549133,37.8932453429,
2844107,툇마루,강원특별자치도 강릉시 난설헌로 232,,128.9145027351,37.7929448142,http://tong.visitkorea.or.kr/cms/resource/03/2844103_image2_1.jpeg
2685233,티마루,강원특별자치도 강릉시 난곡길 25,,128.8789144862,37.7861476840,http://tong.visitkorea.or.kr/cms/resource/07/2684507_image2_1.jpg
3536295,파머스키친 강릉점,강원특별자치도 강릉시 난설헌로 228-5 (초당동),1층,128.9144333122,37.7924532029,
3534229,팔당수산,강원특별자치도 강릉시 옥천로61번길 8-1 (옥천동),,128.8987135364,37.7591845227,
3536301,패티김,강원특별자치도 강릉시 난설헌로 201 (초당동),,128.9118280283,37.7912671781,
2874129,포남사골옹심이,강원특별자치도 강릉시 남구길10번길 11,,128.9074014622,37.7650006857,http://tong.visitkorea.or.kr/cms/resource/23/2874123_image2_1.jpg
3535623,포모도로,강원특별자치도 강릉시 궁골길 2 (회산동),,128.8594123807,37.7313425337,
3533551,프랭크버거 강릉역점,강원특별자치도 강릉시 용지로 174-6 (교동),,128.9002938033,37.7639145616,
2685445,피노,강원특별자치도 강릉시 팔송길 42-1,,128.9358151854,37.7774109165,http://tong.visitkorea.or.kr/cms/resource/64/2684764_image2_1.jpg
3536888,피자에땅 포남점,강원특별자치도 강릉시 강릉대로 337-5 (포남동),동도센트리움상가 102동 106호,128.9037212006,37.7662338052,
3537184,하나로본감자탕,강원특별자치도 강릉시 임영로 13 (노암동),,128.8962281259,37.7437529260,
3535862,하누리감자탕,강원특별자치도 강릉시 구정면 구정중앙로 119,,128.8715813715,37.7105257330,
2894353,하슬라가배,강원특별자치도 강릉시 창해로14번길 12,2층,128.9465365736,37.7731699497,http://tong.visitkorea.or.kr/cms/resource/49/2894349_image2_1.jpg
2687678,하오샹,강원특별자치도 강릉시 금성로 41,2층,128.8965083813,37.7526657890,http://tong.visitkorea.or.kr/cms/resource/66/2684966_image2_1.jpg
3535734,하월당,강원특별자치도 강릉시 초당순두부길 89-12 (초당동),,128.9149221719,37.7919727127,
3536186,한끼밥집,강원특별자치도 강릉시 창해로14번길 22-1 (견소동),,128.9474226249,37.7725117099,
3536906,함흥횟집,강원특별자치도 강릉시 주문진읍 신리천로 9,,128.8291075469,37.8861045830,
3534677,핫밀,강원특별자치도 강릉시 하슬라로 137 (교동),1층,128.8735073791,37.7622420117,
3537705,항구곰치국,강원특별자치도 강릉시 주문진읍 항구로 64,,128.8284157391,37.8926788077,
2687687,해녀직영횟집,강원특별자치도 강릉시 강동면 헌화로 997,,129.0390670627,37.6859735055,http://tong.visitkorea.or.kr/cms/resource/69/2684969_image2_1.jpg
610465,해동횟집,강원특별자치도 강릉시 사천면 진리해변길 133,,128.8736493195,37.8426910358,
3532714,해뜨는맛집,강원특별자치도 강릉시 남구길18번길 25 (포남동),,128.9077763839,37.7664616357,
3535728,해물파는삼촌,강원특별자치도 강릉시 남부로125번길 26 (내곡동),1층,128.8931172783,37.7443194662,
3535195,해미가,강원특별자치도 강릉시 솔올로 103 (교동),,128.8789482811,37.7711216455,
3535303,해변횟집,강원특별자치도 강릉시 옥계면 헌화로 437-4,,129.0494338235,37.6528469782,
2685328,해성횟집,강원특별자치도 강릉시 창해로14번길 62,,128.9511973456,37.7705758964,http://tong.visitkorea.or.kr/cms/resource/43/2684743_image2_1.jpg
3538108,해안로라운지,강원특별자치도 강릉시 해안로 298-4 (강문동),,128.9198800668,37.7917089509,
3532775,해안선,강원특별자치도 강릉시 솔올로5번길 7 (교동),,128.8766459733,37.7626225841,
2874156,해연가,강원특별자치도 강릉시 해안로 280,,128.9209633368,37.7906007670,http://tong.visitkorea.or.kr/cms/resource/53/2874153_image2_1.jpg
2875477,해오름자연산횟집,강원특별자치도 강릉시 해안로 2025,,128.8239906865,37.9072353677,http://tong.visitkorea.or.kr/cms/resource/50/2875450_image2_1.jpg
3536302,허니홈비 강릉본점,강원특별자치도 강릉시 난설헌로 140 (포남동),,128.9077146419,37.7870009249,
3355175,허스크밀,강원특별자치도 강릉시 난설헌로219번길 20-8 (강문동),,128.9146249007,37.7944168683,http://tong.visitkorea.or.kr/cms/resource/05/3421605_image2_1.jpg
3544108,허씨커피,강원특별자치도 강릉시 창해로 285 (강문동),,128.9225909975,37.7896509087,
2837796,현대장칼국수,강원특별자치도 강릉시 임영로182번길 7-1,,128.8926946856,37.7575318191,http://tong.visitkorea.or.kr/cms/resource/92/2837792_image2_1.JPG
2875531,형제막국수,강원특별자치도 강릉시 사임당로 113-3,,128.8655610943,37.7550815737,http://tong.visitkorea.or.kr/cms/resource/07/2875507_image2_1.jpg
3536330,형제매운양푼갈비,강원특별자치도 강릉시 경강로 2613 (견소동),,128.9454894474,37.7731088251,
3533678,형제칼국수,강원특별자치도 강릉시 강릉대로204번길 2 (교동),,128.8930446396,37.7579845511,
3537687,혜진식당1호점,강원특별자치도 강릉시 주문진읍 해안로 1754,,128.8287740710,37.8916594883,
2894374,홀리데이빈티지,강원특별자치도 강릉시 옥천로 48 동부시장,83호,128.9006050204,37.7595789584,http://tong.visitkorea.or.kr/cms/resource/66/2894366_image2_1.jpg
3548812,홍가홍,강원특별자치도 강릉시 남부로 137 (노암동),,128.8952893578,37.7426058183,
3532668,화로상회 주문진점,강원특별자치도 강릉시 연곡면 영진길 5,1층,128.8366323388,37.8709231551,
3534841,황가네함흥냉면,강원특별자치도 강릉시 하슬라로206번길 8-4 (교동),,128.8763902798,37.7678441970,
2685259,회산한우,강원특별자치도 강릉시 회산로 297,,128.8627813651,37.7364281217,http://tong.visitkorea.or.kr/cms/resource/21/2684521_image2_1.jpg
3532541,효주원,강원특별자치도 강릉시 강릉대로211번길 1 (교동),,128.8936390097,37.7586511521,
3547651,훌랄라참숯바베큐치킨 입암1점,강원특별자치도 강릉시 월대산로 71 (입암동),,128.9182395234,37.7602153402,
3533789,흑돈연가,강원특별자치도 강릉시 경강로2533번길 2 (견소동),,128.9368512967,37.7744057289,
3532749,흥부네쌈밥,강원특별자치도 강릉시 토성로 69-2 (홍제동),,128.8854344158,37.7514601570,
3544319,힐링캠프예서원,강원특별자치도 강릉시 구정면 구정옥봉길 161,,128.8933325248,37.6996801881,
2773828,100년임당방앗간,강원특별자치도 강릉시 경강로2095번길 7,(임당동),128.8955111710,37.7551821455,
3535301,100브랜드,강원특별자치도 강릉시 회산로339번길 12-7 (회산동),,128.8638672749,37.7397805328,
3536409,13월의강릉,강원특별자치도 강릉시 해안로 292 (강문동),,128.9202106032,37.7913701078,
2891705,24FRAME,강원특별자치도 강릉시 난설헌로 73,2층,128.9019069412,37.7834817740,http://tong.visitkorea.or.kr/cms/resource/62/2891662_image2_1.jpg
2775583,346커피스토리,강원특별자치도 강릉시 창해로 348,(강문동),128.9187745232,37.7945308250,http://tong.visitkorea.or.kr/cms/resource/99/3571799_image2_1.jpg
2891704,AURA Cafe&Lounge,강원특별자치도 강릉시 창해로 423,H - AVENUE 호텔 건물 1층,128.9138970360,37.7993468397,http://tong.visitkorea.or.kr/cms/resource/01/2891701_image2_1.jpg
3535508,HEOD(해옫) 카페,강원특별자치도 강릉시 주문진읍 주문로 102,1~2층,128.8271158504,37.8928732039,
3534425,OODD,강원특별자치도 강릉시 창해로 355 (강문동),,128.9180856965,37.7945308115,
